Station,Code,Lat,Lon,Street,Number,Postal Code,City,Country
Tiel Passewaaij,TPSW,51.87388992,5.392222404,Zijweg Oude Tielseweg,1,4014 PG,Wadenoijen,Netherlands
Tilburg,TB,51.5605545,5.083611012,Spoorlaan,37,5038 CB,Tilburg,Netherlands
Tilburg Reeshof,TBR,51.57361221,4.99444437,Ketelhavenplein,??,5045,Tilburg,Netherlands
Tilburg Universiteit,TBU,51.56499863,5.051111221,Statenlaan,??,5037,Tilburg,Netherlands
Tongeren,FTG,50.784167,5.473056,Zagerijstraat,6,3700,Tongeren,Belgium
Twello,TWL,52.23777771,6.098610878,Koningin Julianastraat,28,7391 EB,Twello,Netherlands
Uitgeest,UTG,52.52166748,4.701666832,Gorskamplaan,??,1911,Uitgeest,Netherlands
Uithuizen,UHZ,53.4099568,6.6748869,Industrieweg,2,9981 HJ,Uithuizen,Netherlands
Uithuizermeeden,UHM,53.4145845,6.7202975,Stationsstraat,20,9982 HA,Uithuizermeeden,Netherlands
Ulm Hbf,TU,48.399015,9.982165,Schillerstraße,41,89077,Ulm,Germany
Unna,EUN,51.5385828,7.6953056,Märkische Straße,2-19,59423,Unna,Germany
Usquert,UST,53.4014742,6.6093776,Stationsstraat,2,9988 RP,Usquert,Netherlands
Usti nad Labem,USTI,50.65956,14.04473,U Nádraží,6,400 01,Ústí nad Labem,Czech Republic
Utrecht Centraal,UT,52.08889008,5.110277653,Stationshal,6,3511 CE,Utrecht,Netherlands
Utrecht Leidsche Rijn,UTLR,52.09896,5.06523,Huppeldijk,??,3541,Utrecht,Netherlands
Utrecht Lunetten,UTL,52.06555557,5.14416647,Furkaplateau,??,3524,Utrecht,Netherlands
Utrecht Maliebaan,UTM,52.08777618,5.131388664,Maliebaanstation,16,3581 XW,Utrecht,Netherlands
Utrecht Overvecht,UTO,52.11000061,5.124722004,Tiberdreef,24,3561 GG,Utrecht,Netherlands
Utrecht Terwijde,UTT,52.10055542,5.041666508,Hof Ter Weydeweg,27,3543 BC,Utrecht,Netherlands
Utrecht Zuilen,UTZL,52.103055,5.09,Geraniumstraat,56,3551 HD,Utrecht,Netherlands
Valence TGV,VALTGV,44.9278,4.89321,Rue Denis Papin,39-45,26000,Valence,France
Valkenburg,VK,50.86972046,5.832221985,Parallelweg,57,6301 XZ,Valkenburg,Netherlands
Varsseveld,VSV,51.937257,6.458839,Spoorstraat,53,7051 CH,Varsseveld,Netherlands
Veendam,VDM,53.10324,6.88475,Spoorweg,6,9641 KH,Veendam,Netherlands
Veenendaal Centrum,VNDC,52.02000046,5.548611164,Rembrandtlaan,15,3904 ZJ,Veenendaal,Netherlands
Veenendaal West,VNDW,52.0280571,5.53138876,Dichterslaan,2,3906 EN,Veenendaal,Netherlands
Veenendaal-De Klomp,KLP,52.04583359,5.573888779,Dokter Hoolboomweg,??,6745,De Klomp,Netherlands
Veenwouden tot 13 dec,VWD,53.2351834,5.9886615,Stasjonwei,1,9269 PG,Feanwâlden,Netherlands
Velp,VP,51.99472046,5.980278015,Kastanjelaan,11-12,6883 HZ,Velp,Netherlands
Venlo,VL,51.36360931,6.172777653,Stationsplein,3,5913 AA,Venlo,Netherlands
Venray,VRY,51.5265681,6.014177799,Stationsweg,213,5807 AB,Oostrum,Netherlands
Vierlingsbeek,VLB,51.59193,5.99714,Soetendaal,9,5821 BL,Vierlingsbeek,Netherlands
Viersen,VIERS,51.25516,6.40388,Limburgweg,8,41748,Viersen,Germany
Visé,FVS,50.73781,5.69232,E25,??,4600,Visé,Belgium
Vlaardingen Centrum,VDG,51.9030571,4.344166756,Parallelweg,10,3131 DG,Vlaardingen,Netherlands
Vlaardingen Oost,VDO,51.91027832,4.361666679,Burgemeester van Lierplein,65,3134,Vlaardingen,Netherlands
Vlaardingen West,VDW,51.90416718,4.313055515,George Stephensonweg,25,3133 KJ,Vlaardingen,Netherlands
Vleuten,VTN,52.10305405,5.010833263,Stationsstraat,35,3451 BW,Utrecht,Netherlands
Vlissingen,VS,51.44583511,3.595277786,Veerhavenweg,??,4382,Vlissingen,Netherlands
Vlissingen Souburg,VSS,51.46472168,3.595277786,Bermweg,1,4388 CA,Oost-Souburg,Netherlands
Voerendaal,VDL,50.88722229,5.930277824,Hoolstraat,44,6367 GD,Voerendaal,Netherlands
Voorburg,VB,52.06666565,4.359444618,Utrechtsebaan,??,2271,Voorburg,Netherlands
Voorhout,VH,52.22444534,4.484444618,De Gaasbak,??,2215,Voorhout,Netherlands
Voorschoten,VST,52.12527847,4.432499886,Geestwoningpad,??,2254,Voorschoten,Netherlands
Voorst-Empe,VEM,52.15750122,6.143610954,IJsselstraat,2,7399 RC,Empe,Netherlands
Vorden,VD,52.1071949,6.3170457,Stationsweg,33,7251 EL,Vorden,Netherlands
Vriezenveen,VZ,52.40203,6.60041,Wierdenseweg,16,7671 JK,Vriezenveen,Netherlands
Vroomshoop,VHP,52.4571921,6.5696679,Stationslaan,16,7681 DL,Vroomshoop,Netherlands
Vught,VG,51.65555573,5.291944504,Stationsstraat,29,5261 VB,Vught,Netherlands
Waddinxveen,WAD,52.04416656,4.649722099,Puttelaan,??,2742,Waddinxveen,Netherlands
Waddinxveen Noord,WADN,52.05500031,4.648333549,Sparrengaarde,45,2742 DM,Waddinxveen,Netherlands
Warffum,WFM,53.3908431,6.5671364,??,??,9989,Warffum,Netherlands
Warszawa Centralna,WARSZC,52.22886,21.00323,Aleje Jerozolimskie,54,??,Warszawa,Poland
Warszawa Wschodnia,WARSAW,52.25155,21.05233,Lubelska,1,??,Warszawa,Poland
Weener,WR,53.16311,7.3442,Am Bahnhof,1A,26826,Weener,Germany
Weert,WT,51.24861145,5.703610897,Louis Regoutstraat,??,6006,Weert,Netherlands
Weesp,WP,52.31277847,5.043055534,Stationsplein,2,1382 AD,Weesp,Netherlands
Wehl,WL,51.9578065,6.213844,Stationsstraat,30A,7031 BR,Wehl,Netherlands
Westervoort,WTV,51.96286,5.9695,Noordelijke Parallelweg,1A,6931 ER,Westervoort,Netherlands
Wezep,WZ,52.45416641,6.002500057,Stationsweg,109,8091 AC,Wezep,Netherlands
Wien Westbahnhof,WIENW,48.19687,16.33727,Westbahnhof,140/1,1150,Wien,Austria
Wierden,WDN,52.36138916,6.591666698,Spoorstraat,1,7641 BJ,Wierden,Netherlands
Wijchen,WC,51.8116684,5.73083353,Zomertaling,77,6601,Wijchen,Netherlands
Wijhe,WH,52.39027786,6.140555382,Spoorslag,??,8131,Wijhe,Netherlands
Wildert,GWD,51.4277061,4.4633962,Sint-Jansstraat,22,2910,Essen,Belgium
Winschoten,WS,53.1392377,7.035101,Stationsweg,22,9671 AN,Winschoten,Netherlands
Winsum,WSM,53.3300994,6.5202905,Ubbo J. Mansholtplein,1,9951 BX,Winsum,Netherlands
Winterswijk,WW,51.9677307,6.7155181,Stationsstraat,34,7101 GH,Winterswijk,Netherlands
Winterswijk West,WWW,51.97453,6.70417,Europark,24,7102 AM,Winterswijk,Netherlands
Woerden,WD,52.08499908,4.893610954,Stationsplein-Zuid,1,3446 GM,Woerden,Netherlands
Wolfheze,WF,52.0055542,5.79361105,Johannahoeveweg,12,6874 CD,Wolfheze,Netherlands
Wolfsburg,HWOB,52.429492,10.788195,Willy-Brandt-Platz,3,38440,Wolfsburg,Germany
Wolvega,WV,52.88083267,6.003611088,Stationsweg,10,8471 AR,Wolvega,Netherlands
Workum,WK,52.9724864,5.4564285,Parallelwei,3,8711 CH,Workum,Netherlands
Wormerveer,WM,52.48916626,4.792222023,Wandelweg,8,1521 AG,Wormerveer,Netherlands
Wuppertal Barmen,KWBA,51.267082,7.195929,Gewerbeschulstraße,8,42287,Wuppertal,Germany
Wuppertal Hbf,WUPPH,51.25433,7.14939,Distelbeck,55-57,42119,Wuppertal,Germany
Wuppertal Oberbarmen,KWO,51.273839,7.221483,Berliner Platz,15,42277,Wuppertal,Germany
Wuppertal-Vohwinkel,WUPPV,51.23351,7.07237,Lienhardstraße,1,42329,Wuppertal,Germany
Wörgl,WORGL,47.49178,12.06059,Bahnhofplatz,6,6300,Wörgl,Austria
Würzburg Hbf,WURZB,49.80179,9.9358,Bahnhofplatz,4,97070,Würzburg,Germany
Zaandam,ZD,52.43888855,4.813611031,Provincialeweg,25,1506 MA,Zaandam,Netherlands
Zaandam Kogerveld,ZDK,52.45666504,4.820277691,Veldbloemenweg,2A,1508 WV,Zaandam,Netherlands
Zaltbommel,ZBM,51.80888748,5.263333321,Oude Stationsweg,71,5301 GL,Zaltbommel,Netherlands
Zandvoort aan Zee,ZVT,52.37527847,4.532777786,Haltestraat,77,2042 LL,Zandvoort,Netherlands
Zell am See,ZELL,47.32053,12.79658,Bahnhofplatz,1a,5700,Zell am See,Austria
Zetten-Andelst,ZA,51.920056,5.7228408,Parallelweg Noord,4,6671 DK,Zetten,Netherlands
Zevenaar,ZV,51.92305374,6.071944237,Ringbaan Zuid,8,6905,Zevenaar,Netherlands
Zevenbergen,ZVB,51.64042,4.60904,Gildelaan,11,4761 BA,Zevenbergen,Netherlands
Zoetermeer,ZTM,52.04750061,4.477222443,Nelson Mandelabrug,6,2719 EZ,Zoetermeer,Netherlands
Zoetermeer Oost,ZTMO,52.04639053,4.492777824,Zuidweg,??,2718,Zoetermeer,Netherlands
Zuidbroek,ZB,53.15961228,6.8679142,Stationsstraat,5,9636 BA,Zuidbroek,Netherlands
Zuidhorn,ZH,53.2486292,6.4062361,Hooiweg,9,9801 AJ,Zuidhorn,Netherlands
Zutphen,ZP,52.14527893,6.19416666,Havenstraat,25-35,7202,Zutphen,Netherlands
Zwaagwesteinde tot 13 dec,ZWW,53.24817,6.03463,Bûterwei,14,9271 EN,De Westereen,Netherlands
Zwijndrecht,ZWD,51.81499863,4.641666889,Westelijke Parallelweg,50,3331 EW,Zwijndrecht,Netherlands
Zwijndrecht (Belgie),LZD,51.214167,4.33,Fortlaan,5-49,2070,Zwijndrecht,Belgium
Zwolle,ZL,52.5047226,6.091944218,Stationsplein,25,8011 CW,Zwolle,Netherlands
Zürich HB,ZUE,47.37819,8.5392,Museumstrasse,1,8001,Zürich,Switzerland
Ötztal,OETZ,47.23848,10.85911,Bahnhofplatz,2,6430,??,Austria
